Age,AcademicPressure,WorkPressure,CGPA,StudySatisfaction,Work/StudyHours,FinancialStress,Stress_Index,Gender_Female,Gender_Male,SleepDuration_5-6hours,SleepDuration_7-8hours,SleepDuration_Lessthan5hours,SleepDuration_Morethan8hours,DietaryHabits_Healthy,DietaryHabits_Moderate,DietaryHabits_Unhealthy,Haveyoueverhadsuicidalthoughts?_No,Haveyoueverhadsuicidalthoughts?_Yes,FamilyHistoryofMentalIllness_No,FamilyHistoryofMentalIllness_Yes,target
33,4,0,9.21,5,6,1.0,2.5,1,0,0,0,1,0,0,1,0,1,0,1,0,0
32,2,0,9.24,5,7,1.0,1.5,1,0,0,0,0,1,0,1,0,1,0,1,0,0
33,4,0,8.44,4,9,4.0,4.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
19,5,0,6.42,4,7,1.0,3.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
25,5,0,9.24,3,12,4.0,4.5,1,0,1,0,0,0,0,1,0,0,1,0,1,1
28,4,0,8.7,1,12,2.0,3.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
27,4,0,6.73,2,7,1.0,2.5,1,0,1,0,0,0,0,0,1,1,0,0,1,0
21,5,0,7.75,5,12,1.0,3.0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
30,5,0,7.11,4,8,3.0,4.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
24,2,0,5.16,1,12,5.0,3.5,1,0,0,0,1,0,0,1,0,0,1,1,0,1
26,1,0,9.56,3,4,4.0,2.5,1,0,0,0,0,1,0,0,1,1,0,0,1,1
22,5,0,9.86,3,4,5.0,5.0,0,1,0,0,0,1,1,0,0,0,1,0,1,1
19,1,0,7.25,4,7,3.0,2.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
24,1,0,9.11,3,11,3.0,2.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
33,4,0,9.12,4,6,5.0,4.5,1,0,1,0,0,0,0,1,0,1,0,0,1,0
21,5,0,8.95,2,8,1.0,3.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
20,1,0,6.83,1,10,2.0,1.5,0,1,0,0,0,1,1,0,0,1,0,0,1,0
33,3,0,8.16,4,12,1.0,2.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
30,1,0,9.46,1,11,1.0,1.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
20,3,0,9.63,5,4,1.0,2.0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
27,2,0,9.39,2,12,1.0,1.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0
31,2,0,8.04,5,12,1.0,1.5,0,1,0,1,0,0,0,1,0,1,0,0,1,0
19,4,0,9.96,1,9,4.0,4.0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
32,4,0,8.17,2,12,4.0,4.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
34,1,0,7.07,2,4,2.0,1.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0
24,4,0,9.39,4,10,4.0,4.0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
23,5,0,9.44,3,10,5.0,5.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
29,5,0,7.77,3,6,2.0,3.5,0,1,1,0,0,0,0,1,0,1,0,0,1,0
20,1,0,8.03,2,12,3.0,2.0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
30,4,0,9.88,4,12,4.0,4.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
32,1,0,7.09,1,7,1.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
24,2,0,8.5,1,0,2.0,2.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
25,4,0,5.82,2,11,1.0,2.5,1,0,1,0,0,0,0,1,0,1,0,1,0,0
26,5,0,8.92,2,3,5.0,5.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
25,5,0,7.03,5,0,4.0,4.5,0,1,0,1,0,0,1,0,0,0,1,0,1,1
24,2,0,8.96,2,8,5.0,3.5,1,0,0,0,0,1,0,0,1,0,1,0,1,1
29,5,0,7.61,5,2,1.0,3.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
22,5,0,7.64,1,8,2.0,3.5,0,1,0,0,1,0,1,0,0,0,1,1,0,1
29,5,0,5.74,2,11,1.0,3.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
32,3,0,9.84,3,12,5.0,4.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
18,5,0,9.96,4,10,4.0,4.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
30,3,0,8.98,4,2,4.0,3.5,0,1,1,0,0,0,0,1,0,0,1,1,0,1
25,2,0,5.74,5,9,5.0,3.5,1,0,1,0,0,0,1,0,0,1,0,0,1,0
20,3,0,7.77,1,10,5.0,4.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
29,5,0,7.52,2,12,3.0,4.0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
23,1,0,8.19,2,3,2.0,1.5,1,0,1,0,0,0,0,0,1,0,1,0,1,0
34,1,0,6.1,3,9,3.0,2.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
19,5,0,5.82,5,6,3.0,4.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
27,4,0,5.12,2,7,4.0,4.0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
33,3,0,6.63,4,3,1.0,2.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
27,2,0,8.04,4,3,1.0,1.5,1,0,1,0,0,0,0,1,0,1,0,0,1,0
28,5,0,8.35,1,3,5.0,5.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1
39,5,0,5.6,5,2,5.0,5.0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
25,3,0,7.37,2,8,1.0,2.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
20,1,0,8.9,4,9,3.0,2.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
25,3,0,7.52,2,0,3.0,3.0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
18,4,0,6.61,5,8,3.0,3.5,0,1,1,0,0,0,0,1,0,0,1,0,1,1
18,1,0,6.51,1,7,4.0,2.5,0,1,0,1,0,0,1,0,0,1,0,1,0,0
33,4,0,7.5,1,4,3.0,3.5,0,1,0,0,1,0,0,0,1,1,0,1,0,0
23,5,0,8.63,5,8,2.0,3.5,1,0,0,0,0,1,1,0,0,0,1,0,1,0
30,1,0,8.95,5,1,2.0,1.5,1,0,0,1,0,0,0,1,0,1,0,0,1,0
20,5,0,8.04,5,12,3.0,4.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
22,4,0,8.44,3,6,4.0,4.0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
19,4,0,8.44,5,10,2.0,3.0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
21,3,0,6.27,2,9,3.0,3.0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
28,5,0,8.04,4,1,2.0,3.5,0,1,0,0,1,0,1,0,0,0,1,0,1,1
33,2,0,7.77,5,10,4.0,3.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
25,5,0,6.27,1,8,3.0,4.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
33,2,0,6.78,5,2,1.0,1.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0
20,4,0,9.96,3,11,4.0,4.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
33,5,0,6.1,3,9,5.0,5.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
58,4,0,8.58,1,4,4.0,4.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
32,3,0,9.96,3,10,3.0,3.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
34,4,0,9.84,5,1,1.0,2.5,0,1,0,0,0,1,0,1,0,1,0,0,1,0
22,1,0,5.55,3,9,2.0,1.5,0,1,0,0,0,1,1,0,0,1,0,1,0,0
25,1,0,9.91,2,9,4.0,2.5,1,0,0,0,0,1,0,1,0,1,0,0,1,0
18,5,0,5.42,1,4,2.0,3.5,0,1,0,1,0,0,0,1,0,1,0,1,0,1
18,3,0,5.58,5,11,5.0,4.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
24,5,0,9.04,4,11,3.0,4.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
26,2,0,5.47,1,5,2.0,2.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
31,1,0,9.93,3,3,1.0,1.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
25,4,0,5.16,5,11,2.0,3.0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
18,4,0,5.16,4,0,3.0,3.5,0,1,0,0,1,0,0,1,0,0,1,0,1,1
19,1,0,9.39,1,11,5.0,3.0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
21,3,0,7.77,1,10,1.0,2.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
28,5,0,8.04,2,11,5.0,5.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
22,2,0,7.47,1,1,3.0,2.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
34,1,0,7.83,5,8,5.0,3.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
28,3,0,5.45,4,11,3.0,3.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
33,3,0,8.74,2,10,3.0,3.0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
34,1,0,8.77,3,11,1.0,1.0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
30,3,0,9.54,2,3,5.0,4.0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
19,3,0,7.12,2,3,3.0,3.0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
30,2,0,9.44,3,4,2.0,2.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
23,2,0,8.74,2,8,5.0,3.5,0,1,0,0,0,1,0,1,0,1,0,1,0,0
25,3,0,6.04,1,6,2.0,2.5,0,1,0,0,1,0,0,1,0,1,0,1,0,1
29,3,0,6.95,4,10,1.0,2.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1
34,3,0,8.04,2,10,4.0,3.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0
24,5,0,7.47,2,8,3.0,4.0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
18,5,0,7.99,2,6,2.0,3.5,1,0,0,0,0,1,0,1,0,1,0,1,0,1
21,1,0,7.85,1,1,3.0,2.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
28,2,0,5.32,2,10,5.0,3.5,1,0,1,0,0,0,1,0,0,1,0,1,0,1
33,4,0,8.54,1,12,3.0,3.5,0,1,0,0,1,0,0,0,1,1,0,0,1,1
34,3,0,9.56,1,8,2.0,2.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0
33,3,0,8.58,1,6,3.0,3.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
31,1,0,9.88,4,11,3.0,2.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
18,1,0,9.84,3,8,4.0,2.5,1,0,1,0,0,0,0,0,1,0,1,0,1,1
28,5,0,7.15,2,4,4.0,4.5,1,0,0,0,1,0,0,1,0,1,0,1,0,0
25,2,0,7.34,2,4,3.0,2.5,0,1,0,0,0,1,0,0,1,0,1,0,1,1
19,3,0,8.95,5,0,1.0,2.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
34,4,0,8.39,4,6,3.0,3.5,1,0,1,0,0,0,0,0,1,0,1,1,0,0
20,4,0,6.63,1,3,2.0,3.0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
28,2,0,9.01,5,0,4.0,3.0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
33,2,0,5.12,4,0,3.0,2.5,0,1,0,0,1,0,1,0,0,1,0,1,0,0
24,2,0,6.99,1,10,4.0,3.0,1,0,0,0,0,1,0,0,1,1,0,0,1,1
24,3,0,6.74,2,2,5.0,4.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
33,2,0,7.48,5,11,3.0,2.5,0,1,0,0,0,1,0,1,0,0,1,1,0,0
19,1,0,9.98,1,8,4.0,2.5,1,0,0,1,0,0,0,1,0,1,0,1,0,0
21,3,0,8.9,3,8,5.0,4.0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
20,3,0,9.56,3,11,5.0,4.0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
29,2,0,7.38,4,8,1.0,1.5,0,1,0,1,0,0,0,1,0,0,1,0,1,0
33,5,0,9.93,3,10,4.0,4.5,0,1,0,0,1,0,1,0,0,0,1,1,0,1
18,3,0,5.55,5,9,5.0,4.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
34,4,0,7.85,4,1,2.0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
29,2,0,7.1,1,12,4.0,3.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
18,3,0,9.44,4,12,4.0,3.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
33,3,0,9.79,3,12,1.0,2.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
28,1,0,8.14,5,3,5.0,3.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
27,3,0,9.96,3,12,1.0,2.0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
22,4,0,8.69,4,10,4.0,4.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
29,5,0,5.82,4,7,4.0,4.5,1,0,0,0,0,1,0,1,0,1,0,1,0,0
29,2,0,5.56,4,11,5.0,3.5,0,1,0,0,1,0,1,0,0,0,1,1,0,0
33,1,0,7.09,5,5,2.0,1.5,0,1,0,1,0,0,0,0,1,1,0,0,1,0
34,1,0,5.12,4,6,2.0,1.5,0,1,0,0,0,1,0,1,0,0,1,0,1,0
27,3,0,5.67,3,4,4.0,3.5,1,0,0,0,0,1,0,0,1,0,1,1,0,0
21,4,0,9.39,1,8,5.0,4.5,0,1,0,1,0,0,0,1,0,0,1,0,1,1
23,3,0,7.51,3,12,1.0,2.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
30,3,0,9.21,3,5,4.0,3.5,0,1,0,1,0,0,1,0,0,1,0,1,0,0
34,2,0,5.12,1,9,1.0,1.5,1,0,1,0,0,0,0,1,0,0,1,0,1,1
18,5,0,8.95,3,8,4.0,4.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
29,5,0,5.11,4,10,5.0,5.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
24,3,0,9.97,4,10,5.0,4.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
20,1,0,9.79,3,8,5.0,3.0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
20,5,0,9.96,1,6,3.0,4.0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
34,3,0,7.47,4,3,4.0,3.5,0,1,0,0,1,0,1,0,0,0,1,1,0,1
19,4,0,7.51,5,9,4.0,4.0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
31,2,0,7.48,4,0,1.0,1.5,0,1,0,0,0,1,1,0,0,1,0,0,1,0
27,3,0,6.99,1,12,2.0,2.5,1,0,0,0,1,0,0,0,1,0,1,0,1,1
21,3,0,7.61,3,12,4.0,3.5,0,1,1,0,0,0,1,0,0,1,0,0,1,0
20,3,0,9.72,3,7,2.0,2.5,0,1,1,0,0,0,0,0,1,1,0,1,0,1
29,1,0,6.52,2,0,2.0,1.5,0,1,1,0,0,0,0,0,1,0,1,0,1,0
29,5,0,9.44,1,11,2.0,3.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
22,2,0,5.74,2,3,3.0,2.5,1,0,1,0,0,0,0,0,1,0,1,0,1,1
32,3,0,5.75,4,1,5.0,4.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
19,5,0,8.04,1,12,3.0,4.0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
30,5,0,8.59,4,10,1.0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
18,3,0,8.74,4,5,3.0,3.0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
29,1,0,5.99,4,2,5.0,3.0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
21,5,0,9.44,2,11,5.0,5.0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
27,5,0,7.1,5,4,2.0,3.5,0,1,0,1,0,0,1,0,0,0,1,0,1,1
27,3,0,6.7,3,10,5.0,4.0,0,1,1,0,0,0,0,1,0,1,0,0,1,1
31,1,0,6.53,1,3,2.0,1.5,0,1,0,1,0,0,1,0,0,1,0,1,0,0
29,3,0,6.37,4,10,5.0,4.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
30,4,0,6.29,1,10,4.0,4.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
29,2,0,6.7,3,2,1.0,1.5,0,1,1,0,0,0,1,0,0,0,1,0,1,0
20,4,0,9.21,2,12,5.0,4.5,1,0,0,0,1,0,0,1,0,0,1,0,1,1
31,2,0,5.64,5,11,4.0,3.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
32,4,0,7.15,3,1,3.0,3.5,0,1,0,0,1,0,0,1,0,1,0,1,0,0
31,1,0,7.74,3,7,2.0,1.5,0,1,1,0,0,0,0,0,1,0,1,1,0,0
20,3,0,7.92,1,11,5.0,4.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
29,2,0,9.79,2,5,4.0,3.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
24,5,0,6.08,2,3,3.0,4.0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
19,1,0,7.85,3,6,3.0,2.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
23,3,0,6.08,2,10,5.0,4.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
28,2,0,9.69,3,8,5.0,3.5,0,1,0,0,0,1,0,0,1,0,1,0,1,1
31,1,0,9.71,1,3,1.0,1.0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
34,3,0,8.88,2,10,4.0,3.5,1,0,1,0,0,0,0,1,0,0,1,1,0,1
29,1,0,8.96,4,11,5.0,3.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
22,1,0,6.37,5,8,4.0,2.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
23,3,0,7.1,1,12,4.0,3.5,1,0,1,0,0,0,0,0,1,0,1,0,1,1
24,5,0,5.83,2,6,1.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
22,1,0,9.91,1,0,2.0,1.5,1,0,0,1,0,0,0,0,1,0,1,1,0,0
26,5,0,7.12,1,9,1.0,3.0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
27,3,0,7.85,2,2,2.0,2.5,0,1,0,0,0,1,0,1,0,0,1,0,1,1
23,5,0,9.72,2,11,1.0,3.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
19,3,0,8.98,4,7,4.0,3.5,1,0,0,0,0,1,1,0,0,0,1,1,0,0
21,2,0,7.8,5,11,1.0,1.5,0,1,0,1,0,0,0,0,1,1,0,0,1,1
18,3,0,7.38,5,3,4.0,3.5,0,1,0,1,0,0,0,1,0,0,1,1,0,1
28,4,0,5.12,2,4,5.0,4.5,0,1,0,0,0,1,1,0,0,0,1,0,1,1
25,4,0,9.72,1,9,4.0,4.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
20,5,0,7.47,3,12,5.0,5.0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
34,3,0,7.5,4,1,4.0,3.5,1,0,1,0,0,0,1,0,0,1,0,0,1,0
28,4,0,8.21,4,10,4.0,4.0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
29,2,0,5.76,4,10,2.0,2.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
33,3,0,8.95,1,3,2.0,2.5,1,0,0,0,1,0,0,1,0,0,1,0,1,1
23,5,0,8.63,4,10,1.0,3.0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
20,5,0,7.51,4,11,3.0,4.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
34,5,0,9.24,2,0,2.0,3.5,1,0,0,0,0,1,1,0,0,1,0,1,0,0
34,3,0,8.14,3,3,4.0,3.5,0,1,1,0,0,0,0,1,0,0,1,1,0,1
24,2,0,9.7,4,12,5.0,3.5,1,0,0,1,0,0,1,0,0,0,1,1,0,0
33,4,0,5.82,2,4,5.0,4.5,0,1,0,1,0,0,0,1,0,0,1,1,0,1
23,1,0,5.57,5,10,1.0,1.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
24,1,0,7.51,5,0,2.0,1.5,0,1,0,1,0,0,0,0,1,1,0,0,1,0
34,3,0,5.9,4,5,2.0,2.5,1,0,0,1,0,0,0,1,0,1,0,1,0,0
19,5,0,8.44,4,11,3.0,4.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
33,3,0,5.16,4,6,1.0,2.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
32,3,0,9.21,3,8,1.0,2.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
26,2,0,8.47,5,1,5.0,3.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
18,5,0,5.88,2,11,3.0,4.0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
26,4,0,8.64,1,11,4.0,4.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
31,1,0,7.22,1,6,4.0,2.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0
33,2,0,7.09,4,0,2.0,2.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
21,2,0,6.89,2,11,5.0,3.5,1,0,1,0,0,0,0,0,1,0,1,1,0,1
20,3,0,7.43,2,8,3.0,3.0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
32,5,0,8.09,5,11,2.0,3.5,1,0,0,1,0,0,0,1,0,1,0,0,1,0
28,3,0,7.77,5,9,3.0,3.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
34,2,0,9.41,4,10,1.0,1.5,0,1,0,0,0,1,1,0,0,0,1,0,1,0
18,2,0,8.04,4,8,2.0,2.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
20,3,0,5.99,3,10,4.0,3.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
32,3,0,9.98,4,3,4.0,3.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0
29,1,0,7.75,3,11,2.0,1.5,0,1,1,0,0,0,0,1,0,0,1,1,0,0
19,4,0,7.25,3,8,5.0,4.5,0,1,1,0,0,0,0,1,0,0,1,1,0,1
34,4,0,9.86,3,9,2.0,3.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
18,3,0,7.53,1,11,4.0,3.5,1,0,0,1,0,0,0,0,1,1,0,1,0,1
21,5,0,6.36,3,10,3.0,4.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
26,5,0,5.38,1,6,4.0,4.5,0,1,0,0,1,0,0,1,0,0,1,0,1,1
27,1,0,9.21,1,5,3.0,2.0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
28,3,0,6.38,2,10,5.0,4.0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
33,4,0,5.83,1,8,4.0,4.0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
25,2,0,9.44,4,1,2.0,2.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
31,3,0,9.87,5,4,2.0,2.5,1,0,0,1,0,0,0,1,0,1,0,0,1,0
24,2,0,6.81,3,4,5.0,3.5,1,0,0,0,1,0,0,0,1,0,1,0,1,1
28,1,0,9.84,3,7,3.0,2.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
33,2,0,9.97,1,4,4.0,3.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
22,1,0,9.44,2,4,4.0,2.5,1,0,0,0,1,0,1,0,0,1,0,0,1,0
31,2,0,5.08,4,9,2.0,2.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
29,3,0,6.33,3,8,2.0,2.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0
23,3,0,6.73,3,8,2.0,2.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
22,1,0,5.12,5,11,4.0,2.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
24,5,0,8.93,1,6,3.0,4.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
29,4,0,9.25,4,4,2.0,3.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
31,2,0,8.9,2,0,4.0,3.0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
31,3,0,9.96,5,10,3.0,3.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
25,3,0,9.86,2,1,4.0,3.5,0,1,0,1,0,0,1,0,0,0,1,1,0,1
19,1,0,7.53,2,2,1.0,1.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
30,3,0,7.71,4,2,4.0,3.5,0,1,0,0,1,0,0,0,1,1,0,1,0,0
28,5,0,5.74,4,6,3.0,4.0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
27,2,0,7.15,3,1,5.0,3.5,0,1,0,1,0,0,0,1,0,0,1,0,1,1
22,2,0,7.08,4,6,5.0,3.5,0,1,1,0,0,0,0,1,0,0,1,1,0,1
24,5,0,5.42,5,6,4.0,4.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
21,4,0,5.89,2,6,3.0,3.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
20,3,0,8.32,4,12,3.0,3.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
20,4,0,6.16,4,9,2.0,3.0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
29,1,0,8.91,3,10,3.0,2.0,0,1,0,0,0,1,0,1,0,0,1,1,0,1
32,4,0,5.16,5,7,2.0,3.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
25,2,0,8.04,5,10,3.0,2.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
27,2,0,6.37,4,12,3.0,2.5,1,0,0,0,1,0,1,0,0,1,0,1,0,1
23,1,0,9.85,2,10,5.0,3.0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
19,5,0,8.24,2,3,4.0,4.5,0,1,0,0,1,0,1,0,0,0,1,0,1,1
27,4,0,5.27,5,10,5.0,4.5,0,1,0,1,0,0,0,1,0,0,1,0,1,1
22,2,0,7.25,3,5,4.0,3.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
33,1,0,6.69,5,11,5.0,3.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
24,3,0,8.9,3,8,5.0,4.0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
28,1,0,5.74,2,3,2.0,1.5,0,1,0,0,0,1,0,1,0,1,0,1,0,0
23,3,0,8.62,4,12,4.0,3.5,1,0,1,0,0,0,0,0,1,0,1,0,1,1
27,1,0,9.37,1,7,3.0,2.0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
34,3,0,5.12,5,3,4.0,3.5,0,1,0,0,0,1,1,0,0,1,0,1,0,0
22,4,0,7.38,3,10,2.0,3.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
25,2,0,5.75,5,2,5.0,3.5,1,0,0,0,0,1,0,0,1,1,0,1,0,0
34,4,0,9.96,3,1,4.0,4.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
31,3,0,9.91,4,3,3.0,3.0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
19,2,0,5.87,3,7,3.0,2.5,0,1,1,0,0,0,0,1,0,0,1,0,1,1
30,3,0,7.17,4,5,1.0,2.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
20,5,0,6.29,4,5,3.0,4.0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
